"coef","est","lo","hi","arm","rep"
"x2",-0.981964161558933,-1.12238013656585,-0.841548186552015,"MI",33
"gb",1.55065845137098,1.06332023624894,2.03799666649303,"MI",33
"x1",2.16268799405303,1.99345361742637,2.3319223706797,"PMM",33
"x2",-0.993142690139253,-1.15123211057006,-0.835053269708448,"PMM",33
"gb",1.53483900787253,1.28763045506434,1.78204756068073,"PMM",33
"x1",2.02814368646685,1.91180618994268,2.14448118299102,"FULL",34
"x2",-1.02059211383736,-1.14002525938488,-0.901158968289832,"FULL",34
"gb",1.46503011779874,1.25670010204874,1.67336013354873,"FULL",34
"x1",1.92175942814823,1.74156413594206,2.1019547203544,"CC",34
"x2",-0.954555369845662,-1.127831394845,-0.781279344846328,"CC",34
"gb",1.42800851396516,1.12606081592333,1.72995621200699,"CC",34
"x1",1.98308469027211,1.81138256011419,2.15478682043003,"MI",34
"x2",-0.948422820526583,-1.10558308853835,-0.79126255251482,"MI",34
"gb",1.60943206696996,1.38384362546142,1.8350205084785,"MI",34
"x1",2.01267931176617,1.88300005426802,2.14235856926431,"PMM",34
"x2",-0.971077488526608,-1.19214111016328,-0.750013866889934,"PMM",34
"gb",1.61369113039673,1.22649285169,2.00088940910346,"PMM",34
"x1",1.94583222196262,1.82787774448395,2.0637866994413,"FULL",35
"x2",-0.99538786071236,-1.11352768522246,-0.877248036202262,"FULL",35
"gb",1.56849637910525,1.35724551409523,1.77974724411527,"FULL",35
"x1",1.80067645000931,1.60271053458986,1.99864236542877,"CC",35
"x2",-0.955112317785558,-1.14282688531375,-0.767397750257364,"CC",35
"gb",1.5077271790861,1.17547824829208,1.83997610988012,"CC",35
"x1",1.96491054483258,1.7818967620287,2.14792432763646,"MI",35
"x2",-1.04166097150955,-1.22748537854739,-0.855836564471714,"MI",35
"gb",1.37726642776312,1.04838638258549,1.70614647294076,"MI",35
"x1",1.96635020093408,1.81349405100275,2.1192063508654,"PMM",35
"x2",-0.967066415238969,-1.13483826670239,-0.799294563775551,"PMM",35
"gb",1.44406685287725,1.06042280745456,1.82771089829993,"PMM",35
"x1",2.00996485308816,1.90441661231093,2.11551309386539,"FULL",36
"x2",-1.00308868633779,-1.11456274309308,-0.891614629582509,"FULL",36
"gb",1.46855364392714,1.27419200699827,1.662915280856,"FULL",36
"x1",1.94090099394803,1.78682068918133,2.09498129871473,"CC",36
"x2",-1.06397336082618,-1.22329353174598,-0.904653189906376,"CC",36
"gb",1.54950919447978,1.26392095680278,1.83509743215678,"CC",36
"x1",2.02837440441435,1.91318736518665,2.14356144364204,"MI",36
"x2",-1.0460052933726,-1.1684092323077,-0.923601354437501,"MI",36
"gb",1.60348468009,1.39937560434141,1.80759375583858,"MI",36
"x1",1.99160704575582,1.86939672882893,2.11381736268271,"PMM",36
"x2",-0.951592898740128,-1.07867695172254,-0.824508845757712,"PMM",36
"gb",1.57329303336633,1.28392942906731,1.86265663766535,"PMM",36
"x1",2.05085695333482,1.94263985518117,2.15907405148847,"FULL",37
"x2",-0.942005332581349,-1.04676004156504,-0.837250623597655,"FULL",37
"gb",1.68988794741961,1.49918473959408,1.88059115524514,"FULL",37
"x1",1.89259194858939,1.729283731339,2.05590016583978,"CC",37
"x2",-0.94859874088699,-1.09320088054916,-0.803996601224819,"CC",37
"gb",1.64639937571906,1.36534258357676,1.92745616786135,"CC",37
"x1",2.0923593518552,1.95931738129052,2.22540132241988,"MI",37
"x2",-1.00657980067206,-1.14141990566193,-0.871739695682184,"MI",37
"gb",1.77047721474221,1.47011768885976,2.07083674062465,"MI",37
"x1",2.13497053783587,1.97953735992146,2.29040371575028,"PMM",37
"x2",-1.04551505630718,-1.26709896804583,-0.823931144568526,"PMM",37
"gb",1.85206660679962,1.64418259255089,2.05995062104836,"PMM",37
"x1",2.03334267382913,1.91815931579637,2.1485260318619,"FULL",38
"x2",-1.03821451057547,-1.16191348721324,-0.914515533937698,"FULL",38
"gb",1.49820837767518,1.28800753765794,1.70840921769242,"FULL",38
"x1",1.99946488860728,1.81665921243293,2.18227056478163,"CC",38
"x2",-1.01504502952456,-1.20697744318119,-0.823112615867927,"CC",38
"gb",1.3992797041396,1.07332502792689,1.72523438035231,"CC",38
"x1",2.0112446566531,1.86925308628735,2.15323622701885,"MI",38
"x2",-1.03760968264131,-1.1796603717523,-0.89555899353031,"MI",38
"gb",1.39506099874444,1.06894125835556,1.72118073913332,"MI",38
"x1",2.04109204846077,1.88664500444839,2.19553909247314,"PMM",38
"x2",-0.98556890339623,-1.20721412522913,-0.763923681563334,"PMM",38
"gb",1.45431896340326,1.06695104977497,1.84168687703156,"PMM",38
"x1",1.97801587642215,1.86496484811652,2.09106690472779,"FULL",39
"x2",-0.957922394060977,-1.06833443213511,-0.847510355986842,"FULL",39
"gb",1.33981142754265,1.14150536623393,1.53811748885136,"FULL",39
"x1",1.9349288985769,1.76401271148267,2.10584508567113,"CC",39
"x2",-0.986915358377284,-1.14143402849021,-0.832396688264357,"CC",39
"gb",1.29191570159111,0.997389792179621,1.58644161100259,"CC",39
"x1",1.98850762682424,1.86119886404028,2.11581638960821,"MI",39
"x2",-0.992941171678223,-1.14203402621281,-0.843848317143631,"MI",39
"gb",1.32367093115533,1.00826686893243,1.63907499337822,"MI",39
"x1",2.01871338841722,1.8377331289762,2.19969364785824,"PMM",39
"x2",-0.991213110068719,-1.10184545629361,-0.880580763843825,"PMM",39
"gb",1.35343280872841,1.09386109190032,1.61300452555649,"PMM",39
"x1",2.02776905148257,1.91430555976287,2.14123254320227,"FULL",40
"x2",-0.939669132148746,-1.05557061599423,-0.823767648303262,"FULL",40
"gb",1.56686435711277,1.36712341387186,1.76660530035369,"FULL",40
"x1",1.96391828913708,1.7820390073726,2.14579757090156,"CC",40
"x2",-0.966292094852198,-1.14587025098962,-0.786713938714782,"CC",40
"gb",1.55787060923617,1.23980612713984,1.87593509133251,"CC",40
"x1",2.02184136340259,1.87662253083138,2.1670601959738,"MI",40
"x2",-1.01523946922435,-1.15660526504668,-0.873873673402025,"MI",40
"gb",1.63577302293229,1.31249154121798,1.9590545046466,"MI",40
"x1",2.04656356317266,1.92164319092186,2.17148393542345,"PMM",40
"x2",-1.06267892604789,-1.20239860766043,-0.922959244435352,"PMM",40
"gb",1.63063208172142,1.28214610809203,1.97911805535081,"PMM",40
"x1",2.06357068149055,1.95260393805761,2.17453742492348,"FULL",41
"x2",-1.05032233207485,-1.15568865103929,-0.944956013110422,"FULL",41
"gb",1.62317273439968,1.4186433091735,1.82770215962586,"FULL",41
"x1",1.84701912424531,1.67172138136239,2.02231686712822,"CC",41
"x2",-1.00751736228532,-1.16387430238001,-0.851160422190628,"CC",41
"gb",1.65831028047817,1.33238285907326,1.98423770188308,"CC",41
"x1",2.03502864075971,1.90907506838311,2.16098221313632,"MI",41
"x2",-1.0706475901856,-1.19495974465344,-0.946335435717761,"MI",41
"gb",1.76664742927733,1.48602281703886,2.0472720415158,"MI",41
"x1",2.05662048714935,1.92433380069519,2.1889071736035,"PMM",41
"x2",-1.0748075601188,-1.20369703658998,-0.945918083647627,"PMM",41
"gb",1.78380454337646,1.48848794588008,2.07912114087283,"PMM",41
"x1",2.05750566411817,1.94878861930909,2.16622270892726,"FULL",42
"x2",-0.929062292756186,-1.04342706071277,-0.814697524799597,"FULL",42
"gb",1.50720327901431,1.31211731921622,1.7022892388124,"FULL",42
"x1",1.95309214273331,1.77184086667707,2.13434341878955,"CC",42
"x2",-0.870681802098039,-1.04616277456097,-0.69520082963511,"CC",42
"gb",1.47556816639441,1.15786615504063,1.79327017774819,"CC",42
"x1",2.02255460509615,1.74124512147479,2.3038640887175,"MI",42
"x2",-0.914345043087341,-1.05757198056974,-0.771118105604942,"MI",42
"gb",1.60626229835578,1.23992448729585,1.97260010941571,"MI",42
"x1",2.09988239587308,1.97892978583364,2.22083500591251,"PMM",42
"x2",-0.969612599740582,-1.11014868656371,-0.829076512917449,"PMM",42
"gb",1.60501491763706,1.38140021304157,1.82862962223256,"PMM",42
"x1",1.9686730480246,1.84099980734331,2.09634628870589,"FULL",43
"x2",-0.938029538983872,-1.05867137983167,-0.817387698136079,"FULL",43
"gb",1.58269572133619,1.36552223252909,1.79986921014328,"FULL",43
"x1",1.87066272134687,1.66718967321496,2.07413576947877,"CC",43
"x2",-1.01495228968662,-1.20002929383479,-0.82987528553844,"CC",43
"gb",1.42303053396273,1.09189649504443,1.75416457288104,"CC",43
"x1",1.95931890238683,1.80160082011193,2.11703698466172,"MI",43
"x2",-0.957154210742213,-1.11348188664647,-0.800826534837958,"MI",43
"gb",1.57659589489052,1.30099208748553,1.85219970229552,"MI",43
"x1",1.98089786393368,1.84456859563221,2.11722713223514,"PMM",43
"x2",-0.994623513836442,-1.1403512566132,-0.848895771059689,"PMM",43
"gb",1.55154984311161,1.31480044303587,1.78829924318735,"PMM",43
"x1",2.02284396425187,1.90833149485476,2.13735643364898,"FULL",44
"x2",-0.910734814980984,-1.02368191687448,-0.797787713087488,"FULL",44
"gb",1.61445055953923,1.40570062021182,1.82320049886663,"FULL",44
"x1",2.01267266104863,1.83266411219904,2.19268120989821,"CC",44
"x2",-0.964971367371299,-1.13070244768811,-0.799240287054488,"CC",44
"gb",1.62631500834467,1.30729055960303,1.94533945708631,"CC",44
"x1",2.13165028034374,1.99038870948738,2.27291185120011,"MI",44
"x2",-1.00230249118108,-1.14702622457893,-0.85757875778322,"MI",44
"gb",1.67812399595857,1.35489390699142,2.00135408492572,"MI",44
"x1",2.10139472682039,1.97046801678792,2.23232143685285,"PMM",44
"x2",-0.962559686073336,-1.12854805233877,-0.796571319807901,"PMM",44
"gb",1.53799745669326,1.02855290079195,2.04744201259458,"PMM",44
"x1",1.89358634749861,1.78321308384298,2.00395961115424,"FULL",45
"x2",-0.823697851188405,-0.93992340432612,-0.707472298050689,"FULL",45
"gb",1.42852919395408,1.22444911286941,1.63260927503875,"FULL",45
"x1",1.81311870417499,1.64475591284975,1.98148149550023,"CC",45
"x2",-0.812857798300029,-0.9716971692403,-0.654018427359757,"CC",45
"gb",1.35898231901922,1.05860504156444,1.65935959647399,"CC",45
"x1",1.94392715540192,1.80233297623023,2.0855213345736,"MI",45
"x2",-0.823109190050444,-0.958889079521771,-0.687329300579118,"MI",45
"gb",1.39832564321449,1.13442979420166,1.66222149222731,"MI",45
"x1",1.92701018494021,1.76783950618,2.08618086370042,"PMM",45
"x2",-0.80242709843933,-0.961880205522384,-0.642973991356276,"PMM",45
"gb",1.33621117643518,0.797550949660282,1.87487140321009,"PMM",45
"x1",2.04690941010311,1.93566826887773,2.15815055132849,"FULL",46
"x2",-1.00849935644253,-1.11367549254646,-0.903323220338593,"FULL",46
"gb",1.46946288807402,1.27282357608432,1.66610220006373,"FULL",46
"x1",1.9815434674534,1.8132462743413,2.14984066056549,"CC",46
"x2",-0.998844806555966,-1.16315218911442,-0.834537423997511,"CC",46
"gb",1.29869689018258,1.00007711653018,1.59731666383497,"CC",46
"x1",2.02484820538173,1.87454300300869,2.17515340775476,"MI",46
"x2",-1.03410917232706,-1.16811557743579,-0.900102767218321,"MI",46
"gb",1.42572423463984,1.18704230202309,1.66440616725659,"MI",46
"x1",2.04933433589371,1.9150078688287,2.18366080295873,"PMM",46
"x2",-1.02458981924937,-1.17860063287513,-0.870579005623614,"PMM",46
"gb",1.36226779084808,1.02397445556536,1.70056112613081,"PMM",46
"x1",1.94978509800268,1.84205722069543,2.05751297530993,"FULL",47
"x2",-0.968906396496373,-1.07949694725191,-0.858315845740837,"FULL",47
"gb",1.50422681592068,1.30774562909216,1.70070800274919,"FULL",47
"x1",1.90329815935846,1.73258243388023,2.0740138848367,"CC",47
"x2",-1.05403671242434,-1.20732818940561,-0.900745235443055,"CC",47
"gb",1.50956977902692,1.21926248085833,1.7998770771955,"CC",47
"x1",2.05870365070484,1.87647526905657,2.24093203235311,"MI",47
"x2",-1.02167099288811,-1.16118977350693,-0.882152212269298,"MI",47
"gb",1.52662807306872,1.25018660108377,1.80306954505366,"MI",47
"x1",2.05240716701984,1.90282015214676,2.20199418189292,"PMM",47
"x2",-1.00492106105542,-1.19892592475702,-0.810916197353813,"PMM",47
"gb",1.56383904612851,1.31551848631188,1.81215960594515,"PMM",47
"x1",2.10070074282402,1.99115040684419,2.21025107880385,"FULL",48
"x2",-1.07061893863661,-1.17943383567194,-0.961804041601282,"FULL",48
"gb",1.4344142097761,1.24511880994797,1.62370960960422,"FULL",48
"x1",2.09257303712327,1.93024270144676,2.25490337279978,"CC",48
"x2",-1.04759186555334,-1.20803740195144,-0.88714632915523,"CC",48
"gb",1.46111506684295,1.17941995291336,1.74281018077254,"CC",48
"x1",2.03685825513544,1.9228159381829,2.15090057208798,"MI",48
"x2",-1.03911188724145,-1.17749486041076,-0.900728914072139,"MI",48
"gb",1.53186000591545,1.32772513166641,1.73599488016449,"MI",48
"x1",2.08248225453605,1.9087048286529,2.2562596804192,"PMM",48
"x2",-1.04915773479171,-1.21290368701537,-0.885411782568038,"PMM",48
"gb",1.50290164308341,1.15166220366074,1.85414108250608,"PMM",48
"x1",2.05814393022586,1.93865667586002,2.17763118459171,"FULL",49
"x2",-0.998080364889894,-1.10972402236247,-0.886436707417319,"FULL",49
"gb",1.53738489682157,1.33834688314684,1.73642291049629,"FULL",49
"x1",1.8433986430676,1.66757463015919,2.019222655976,"CC",49
"x2",-0.940097079878333,-1.10981672187299,-0.770377437883675,"CC",49
"gb",1.451628225365,1.13806831696499,1.76518813376502,"CC",49
"x1",1.89374148699715,1.76905152179186,2.01843145220244,"MI",49
"x2",-0.984054782033792,-1.11412622582998,-0.853983338237607,"MI",49
"gb",1.44846686350796,1.15067304137981,1.74626068563611,"MI",49
"x1",1.95667006246754,1.80506328053136,2.10827684440371,"PMM",49
"x2",-0.998169710153512,-1.12270781802494,-0.873631602282089,"PMM",49
"gb",1.56577310186808,1.3109935592234,1.82055264451277,"PMM",49
"x1",1.97044447587085,1.84655178687371,2.09433716486799,"FULL",50
"x2",-1.0544086448432,-1.17334629908442,-0.935470990601985,"FULL",50
"gb",1.63105658809001,1.42069520875081,1.8414179674292,"FULL",50
"x1",1.94692446776191,1.73850161140298,2.15534732412084,"CC",50
"x2",-1.0840227855621,-1.2703484951542,-0.897697075969994,"CC",50
"gb",1.68438858582957,1.35015290845624,2.0186242632029,"CC",50
"x1",2.03733846791574,1.86953770284454,2.20513923298695,"MI",50
"x2",-1.06678303519498,-1.22168456326199,-0.911881507127966,"MI",50
"gb",1.74309587694809,1.3966655921487,2.08952616174748,"MI",50
"x1",2.07446905037023,1.91710482647397,2.23183327426649,"PMM",50
"x2",-1.10606205094235,-1.30328054054966,-0.90884356133504,"PMM",50
"gb",1.75813236991756,1.37591544721986,2.14034929261527,"PMM",50
"x1",2.02601671764668,1.91268859580041,2.13934483949294,"FULL",51
"x2",-1.08094277690567,-1.19364397896201,-0.968241574849337,"FULL",51
"gb",1.63033180741796,1.42892697515505,1.83173663968086,"FULL",51
"x1",1.98603276870872,1.80132210128897,2.17074343612847,"CC",51
"x2",-0.936789921954952,-1.11007566907927,-0.763504174830631,"CC",51
"gb",1.50323977293215,1.19357316793017,1.81290637793413,"CC",51
"x1",2.09325951869434,1.8429708994405,2.34354813794818,"MI",51
"x2",-1.08596103175855,-1.24470199667859,-0.927220066838517,"MI",51
"gb",1.56208656944202,1.29156435966947,1.83260877921456,"MI",51
"x1",2.12905452974154,1.99911380173573,2.25899525774734,"PMM",51
"x2",-1.06326646622535,-1.18620099534607,-0.940331937104632,"PMM",51
"gb",1.54523201352206,1.20685464003242,1.8836093870117,"PMM",51
"x1",2.0530056102665,1.94090979488793,2.16510142564506,"FULL",52
"x2",-0.944614732005316,-1.05957659049762,-0.829652873513013,"FULL",52
"gb",1.5916057498575,1.39085321913312,1.79235828058187,"FULL",52
"x1",1.98314242973446,1.81418500538023,2.15209985408869,"CC",52
"x2",-0.896028786971617,-1.05615008856161,-0.735907485381624,"CC",52
"gb",1.51553044924234,1.21044508417803,1.82061581430666,"CC",52
"x1",2.07512157967049,1.91072108952656,2.23952206981441,"MI",52
"x2",-0.910882978297574,-1.03999824035102,-0.781767716244124,"MI",52
"gb",1.71729660792336,1.45366618642885,1.98092702941787,"MI",52
"x1",2.07128727936116,1.92240632718605,2.22016823153627,"PMM",52
"x2",-0.883943996566904,-1.01389256393597,-0.753995429197841,"PMM",52
"gb",1.6525224790338,1.22575379847019,2.07929115959741,"PMM",52
"x1",2.02265949603142,1.90535590405853,2.13996308800431,"FULL",53
"x2",-1.05816362242358,-1.17015888425794,-0.946168360589231,"FULL",53
"gb",1.38727551380882,1.1881157561093,1.58643527150835,"FULL",53
"x1",1.83985442079955,1.67242397399385,2.00728486760526,"CC",53
"x2",-1.02813547787589,-1.17770814505239,-0.878562810699381,"CC",53
"gb",1.3384469121112,1.04671259798895,1.63018122623345,"CC",53
"x1",2.00366798340644,1.86104624817077,2.14628971864211,"MI",53
"x2",-1.05636079109331,-1.18545842397268,-0.92726315821394,"MI",53
"gb",1.38393361739641,1.1600678653603,1.60779936943252,"MI",53
"x1",1.99481312994597,1.85904619876808,2.13058006112387,"PMM",53
"x2",-1.03462984513113,-1.15387433013831,-0.915385360123952,"PMM",53
"gb",1.36348437754746,1.12796159588851,1.59900715920642,"PMM",53
"x1",1.99269201305399,1.87619583826169,2.10918818784629,"FULL",54
"x2",-0.894894532238603,-1.00629949285245,-0.783489571624752,"FULL",54
"gb",1.59149629694499,1.39258759945061,1.79040499443936,"FULL",54
"x1",1.69868771586133,1.51663667766012,1.88073875406255,"CC",54
"x2",-0.71167491444468,-0.882990337489564,-0.540359491399796,"CC",54
"gb",1.48239275283724,1.17550060453503,1.78928490113945,"CC",54
"x1",1.92163443518768,1.71207049103097,2.13119837934439,"MI",54
"x2",-0.831897283087264,-0.988913959228432,-0.674880606946096,"MI",54
"gb",1.55144501843992,1.25124357922132,1.85164645765853,"MI",54
"x1",1.91733430291607,1.75665878162989,2.07800982420226,"PMM",54
"x2",-0.845632780630767,-1.04502598048165,-0.646239580779883,"PMM",54
"gb",1.62281046541964,1.32873701394751,1.91688391689177,"PMM",54
"x1",2.01721329734206,1.90066903877507,2.13375755590905,"FULL",55
"x2",-1.03899130459321,-1.15463221493005,-0.923350394256362,"FULL",55
"gb",1.51850072829246,1.31367888038266,1.72332257620225,"FULL",55
"x1",1.71704307010605,1.5338319719657,1.9002541682464,"CC",55
"x2",-0.748306094721313,-0.92560542115233,-0.571006768290296,"CC",55
"gb",1.2032064917694,0.872102231152184,1.53431075238661,"CC",55
"x1",1.98255842109415,1.82480792953986,2.14030891264845,"MI",55
"x2",-0.882247571382907,-1.04448740982344,-0.720007732942373,"MI",55
"gb",1.34851531716392,1.00028135259441,1.69674928173343,"MI",55
"x1",1.97183111616148,1.84718800986122,2.09647422246175,"PMM",55
"x2",-0.886301219652976,-1.04182910465471,-0.730773334651241,"PMM",55
"gb",1.37730248732459,1.13851858437633,1.61608639027286,"PMM",55
"x1",2.03885047041039,1.92783462397402,2.14986631684676,"FULL",56
"x2",-1.01972893707582,-1.13392915407762,-0.905528720074019,"FULL",56
"gb",1.42830939874082,1.22993946368181,1.62667933379984,"FULL",56
"x1",1.9604374903839,1.79819065565647,2.12268432511132,"CC",56
"x2",-0.971905179989647,-1.12380842422969,-0.820001935749609,"CC",56
"gb",1.41560050870765,1.12124387221694,1.70995714519835,"CC",56
"x1",2.05934634785002,1.94166257046701,2.17703012523303,"MI",56
"x2",-0.963360974435036,-1.12621114288744,-0.800510805982634,"MI",56
"gb",1.59630586942365,1.25413902769031,1.93847271115699,"MI",56
"x1",2.09512568970002,1.9226620997496,2.26758927965044,"PMM",56
"x2",-0.932824671153619,-1.09483889174833,-0.770810450558906,"PMM",56
"gb",1.50226270221061,1.03108328369631,1.9734421207249,"PMM",56
"x1",2.09821454300736,1.98602456810253,2.21040451791219,"FULL",57
"x2",-1.04361825503961,-1.15864799565437,-0.928588514424845,"FULL",57
"gb",1.55254599602446,1.3461312737066,1.75896071834232,"FULL",57
"x1",2.01947245178097,1.82756190264393,2.21138300091801,"CC",57
"x2",-0.925475781219578,-1.10463283100657,-0.746318731432583,"CC",57
"gb",1.49876537641599,1.16235326380093,1.83517748903105,"CC",57
"x1",2.19312038414465,2.04178571457219,2.3444550537171,"MI",57
"x2",-0.978007983561297,-1.1459451090195,-0.810070858103099,"MI",57
"gb",1.55986619027105,1.33758811329194,1.78214426725017,"MI",57
"x1",2.17183002798251,1.98000096729542,2.36365908866961,"PMM",57
"x2",-1.01019704929177,-1.20082592800855,-0.819568170574993,"PMM",57
"gb",1.61360170101899,1.32299233039064,1.90421107164734,"PMM",57
"x1",1.93924279549372,1.82199694901271,2.05648864197473,"FULL",58
"x2",-0.96330521050469,-1.07633408495518,-0.850276336054201,"FULL",58
"gb",1.53689308549337,1.32816802977549,1.74561814121124,"FULL",58
"x1",1.74483824411394,1.57265048506241,1.91702600316546,"CC",58
"x2",-0.934480342111893,-1.10222121163756,-0.766739472586224,"CC",58
"gb",1.47223114773838,1.16226941956335,1.78219287591341,"CC",58
"x1",1.87169838918171,1.66965167478421,2.07374510357921,"MI",58
"x2",-1.0303334773297,-1.16722159525247,-0.893445359406939,"MI",58
"gb",1.47123012639108,1.14299050320696,1.79946974957519,"MI",58
"x1",1.86880755111743,1.70001787162781,2.03759723060706,"PMM",58
"x2",-0.957855639484349,-1.09330118660882,-0.822410092359876,"PMM",58
"gb",1.50780300675113,1.23678066734005,1.7788253461622,"PMM",58
"x1",1.99492032689783,1.87447873921382,2.11536191458184,"FULL",59
"x2",-0.961539188586775,-1.07719008852565,-0.845888288647894,"FULL",59
"gb",1.60926464202188,1.39783877255673,1.82069051148704,"FULL",59
"x1",1.86906932275374,1.66972574555783,2.06841289994965,"CC",59
"x2",-0.90694664225888,-1.08520354445426,-0.728689740063497,"CC",59
"gb",1.50382364973643,1.15014925408163,1.85749804539124,"CC",59
"x1",1.94644850690094,1.77039965403464,2.12249735976725,"MI",59
"x2",-0.865652637447402,-1.04806857952403,-0.683236695370775,"MI",59
"gb",1.62702702598172,1.34444485244991,1.90960919951354,"MI",59
"x1",1.98086619407044,1.81108744573933,2.15064494240156,"PMM",59
"x2",-0.882805666516293,-1.05639853780998,-0.709212795222609,"PMM",59
"gb",1.67688623903446,1.11675875784449,2.23701372022443,"PMM",59
"x1",1.9837561536052,1.86679276630787,2.10071954090253,"FULL",60
"x2",-1.02756598163492,-1.14518048333496,-0.909951479934867,"FULL",60
"gb",1.49290684840266,1.294861577813,1.69095211899232,"FULL",60
"x1",1.97639375925346,1.7770607069944,2.17572681151252,"CC",60
"x2",-1.02018627491177,-1.20202478614759,-0.838347763675954,"CC",60
"gb",1.37212121600163,1.06488321279858,1.67935921920467,"CC",60
"x1",1.96023321462379,1.8148761983384,2.10559023090919,"MI",60
"x2",-0.94442110140516,-1.1076152801961,-0.781226922614221,"MI",60
"gb",1.3285218646306,1.04531599232747,1.61172773693372,"MI",60
"x1",2.03046463854175,1.85618647515562,2.20474280192788,"PMM",60
"x2",-0.954550009240706,-1.1148848016915,-0.794215216789916,"PMM",60
"gb",1.45927256058906,1.05305478871291,1.86549033246522,"PMM",60
"x1",2.12628247793332,2.01639511364438,2.23616984222226,"FULL",61
"x2",-1.22462305121723,-1.33826864889297,-1.11097745354148,"FULL",61
"gb",1.63164939095442,1.4312212416338,1.83207754027503,"FULL",61
"x1",2.00504378255074,1.84230730364809,2.16778026145339,"CC",61
"x2",-1.12328799397471,-1.29464529446976,-0.951930693479654,"CC",61
"gb",1.45560320830352,1.16651558170173,1.7446908349053,"CC",61
"x1",2.10334455750342,1.98557312272536,2.22111599228148,"MI",61
"x2",-1.23882025712042,-1.38685412711756,-1.09078638712327,"MI",61
"gb",1.45245158181233,1.08352547406313,1.82137768956154,"MI",61
"x1",2.14054258501242,2.02140561193345,2.2596795580914,"PMM",61
"x2",-1.25679189788526,-1.3943373966371,-1.11924639913341,"PMM",61
"gb",1.54208110390494,1.27394790218344,1.81021430562644,"PMM",61
"x1",1.99272681646205,1.87350881027041,2.11194482265369,"FULL",62
"x2",-1.00543909277739,-1.13519284998233,-0.87568533557245,"FULL",62
"gb",1.5433087606817,1.32879405441703,1.75782346694636,"FULL",62
"x1",1.97356872792115,1.80864920459979,2.13848825124252,"CC",62
"x2",-1.04588213989046,-1.23242781501814,-0.859336464762785,"CC",62
"gb",1.37107670359022,1.06046187251437,1.68169153466607,"CC",62
"x1",2.04371226149682,1.91826254387114,2.1691619791225,"MI",62
"x2",-1.04877569044262,-1.18544464485732,-0.912106736027909,"MI",62
"gb",1.49938543889284,1.2420820305074,1.75668884727828,"MI",62
"x1",2.03841668648413,1.90316234972574,2.17367102324251,"PMM",62
"x2",-1.08300230812705,-1.27953612460903,-0.886468491645079,"PMM",62
"gb",1.50781880242726,1.27432344715067,1.74131415770384,"PMM",62
"x1",1.95744100867795,1.84066522529884,2.07421679205707,"FULL",63
"x2",-0.937903215828743,-1.05295409928531,-0.822852332372176,"FULL",63
"gb",1.50096453032745,1.29867957633853,1.70324948431636,"FULL",63
"x1",1.84650702317772,1.66491283815845,2.02810120819699,"CC",63
"x2",-0.914096066724251,-1.07621535072069,-0.751976782727815,"CC",63
"gb",1.34145779858194,1.02727148599825,1.65564411116563,"CC",63
"x1",1.89855326996874,1.760602053902,2.03650448603547,"MI",63
"x2",-0.869123013617975,-0.99307711769477,-0.74516890954118,"MI",63
"gb",1.43645345814322,0.937391190347631,1.93551572593881,"MI",63
"x1",1.97884337780164,1.83096504613629,2.12672170946698,"PMM",63
"x2",-0.930134971870858,-1.098165669979,-0.762104273762717,"PMM",63
"gb",1.5461037921397,1.16496895146992,1.92723863280948,"PMM",63
"x1",1.87822179756549,1.77445426052106,1.98198933460991,"FULL",64
"x2",-0.910687906567463,-1.01216251105266,-0.809213302082268,"FULL",64
"gb",1.54133196717579,1.34749792375735,1.73516601059422,"FULL",64
"x1",1.81859546199557,1.66393168216729,1.97325924182384,"CC",64
"x2",-0.987014663277298,-1.13316582055409,-0.84086350600051,"CC",64
"gb",1.26811973320868,0.97723276081359,1.55900670560378,"CC",64
"x1",1.85477563541237,1.72831369527935,1.98123757554539,"MI",64
"x2",-0.997242158660553,-1.16543959696415,-0.829044720356953,"MI",64
"gb",1.35516461063852,1.0388322005215,1.67149702075554,"MI",64
"x1",1.89865687113478,1.73860103122337,2.05871271104619,"PMM",64
"x2",-1.00554955718455,-1.20061914398106,-0.810479970388044,"PMM",64
"gb",1.46482027076359,1.05740277759855,1.87223776392863,"PMM",64
"x1",1.90709948593463,1.78245311349321,2.03174585837605,"FULL",65
"x2",-1.0573244389689,-1.1785666977165,-0.936082180221298,"FULL",65
"gb",1.43543431169125,1.22510354807983,1.64576507530266,"FULL",65
"x1",1.78130255933487,1.59960906619463,1.96299605247511,"CC",65
"x2",-0.987563332990172,-1.15421036010044,-0.820916305879901,"CC",65
"gb",1.33673295169182,1.03995448815642,1.63351141522723,"CC",65
"x1",1.94223389977407,1.79517114418929,2.08929665535886,"MI",65
"x2",-1.05024090799977,-1.22578777628706,-0.874694039712478,"MI",65
"gb",1.33667254900518,1.04114951147263,1.63219558653774,"MI",65
"x1",1.94794490494206,1.74545614753709,2.15043366234704,"PMM",65
"x2",-1.05643930619468,-1.21517396720872,-0.897704645180642,"PMM",65
"gb",1.31070460453688,1.07785712655724,1.54355208251653,"PMM",65
"x1",2.0506056784011,1.94471909442089,2.15649226238131,"FULL",66
"x2",-1.05877787567585,-1.16792298129116,-0.94963277006053,"FULL",66
"gb",1.47553147681073,1.28171168266069,1.66935127096077,"FULL",66
"x1",2.01060892785394,1.8368046201426,2.18441323556529,"CC",66
"x2",-0.994581052257035,-1.15229311967709,-0.836868984836984,"CC",66
