"coef","est","lo","hi","arm","rep"
"x1",1.73930454960013,1.56117359633686,1.9174355028634,"CC",24
"x2",-0.814784232171796,-0.967686275495309,-0.661882188848283,"CC",24
"gb",1.46713696726808,1.17107984828619,1.76319408624996,"CC",24
"x1",1.92072753070491,1.79399137471499,2.04746368669483,"MI",24
"x2",-0.895309431317029,-1.04152296811328,-0.749095894520781,"MI",24
"gb",1.68157260689501,1.41258722481454,1.95055798897548,"MI",24
"x1",1.89312302581963,1.654237418677,2.13200863296225,"PMM",24
"x2",-0.900876802504146,-1.10492822964869,-0.696825375359604,"PMM",24
"gb",1.59218603767163,1.28439532503081,1.89997675031246,"PMM",24
"x1",2.02273522481081,1.90910590227401,2.1363645473476,"FULL",25
"x2",-0.981625387150838,-1.09512219477193,-0.868128579529742,"FULL",25
"gb",1.6077885000955,1.41184670683703,1.80373029335396,"FULL",25
"x1",1.89707861581731,1.72393849741691,2.07021873421771,"CC",25
"x2",-0.896669905279367,-1.06505051843693,-0.728289292121806,"CC",25
"gb",1.58139408496774,1.27219634085259,1.8905918290829,"CC",25
"x1",1.9893233349327,1.82689649442859,2.15175017543681,"MI",25
"x2",-0.867535296863823,-1.00838730331698,-0.726683290410668,"MI",25
"gb",1.56014880186442,1.30179858128836,1.81849902244048,"MI",25
"x1",2.00291633024186,1.81689377734012,2.1889388831436,"PMM",25
"x2",-0.846588614360218,-1.02005934931377,-0.67311787940667,"PMM",25
"gb",1.55227628849501,1.05390068122221,2.0506518957678,"PMM",25
"x1",1.99570496763847,1.88406124126238,2.10734869401456,"FULL",26
"x2",-1.06914845419467,-1.18467822099708,-0.953618687392265,"FULL",26
"gb",1.44932167947114,1.25110266443369,1.64754069450858,"FULL",26
"x1",1.88690127519942,1.72801748641764,2.0457850639812,"CC",26
"x2",-1.06104416867793,-1.22228034009587,-0.899807997259987,"CC",26
"gb",1.42060628041861,1.12882584301882,1.71238671781839,"CC",26
"x1",1.96218950684157,1.78168073063858,2.14269828304457,"MI",26
"x2",-1.06662136812214,-1.23925900142044,-0.893983734823833,"MI",26
"gb",1.45680754776517,1.23565595986897,1.67795913566137,"MI",26
"x1",1.98213327610917,1.84664527617499,2.11762127604335,"PMM",26
"x2",-1.06657849158504,-1.20875218960584,-0.924404793564247,"PMM",26
"gb",1.46056116547979,1.10913439180144,1.81198793915813,"PMM",26
"x1",2.0012710011558,1.88702641255887,2.11551558975272,"FULL",27
"x2",-1.00994098475015,-1.11864163604268,-0.901240333457617,"FULL",27
"gb",1.48678464520809,1.29247161793586,1.68109767248032,"FULL",27
"x1",1.99062716234317,1.82874153298539,2.15251279170095,"CC",27
"x2",-1.19045671075061,-1.342807418435,-1.03810600306621,"CC",27
"gb",1.24171178739284,0.976583831343851,1.50683974344182,"CC",27
"x1",2.10375877618366,1.98555518558294,2.22196236678438,"MI",27
"x2",-1.12896619976669,-1.25627500855782,-1.00165739097556,"MI",27
"gb",1.37028625689962,1.03575723283022,1.70481528096901,"MI",27
"x1",2.06472026718584,1.94034543029382,2.18909510407786,"PMM",27
"x2",-1.08181462010699,-1.19699430103007,-0.966634939183909,"PMM",27
"gb",1.40727011905451,1.11271000756247,1.70183023054654,"PMM",27
"x1",2.06474109326052,1.9494928251509,2.17998936137015,"FULL",28
"x2",-1.0088714984956,-1.12918773841723,-0.888555258573957,"FULL",28
"gb",1.52137663394406,1.31018606744275,1.73256720044536,"FULL",28
"x1",1.82856695694368,1.64479805660376,2.0123358572836,"CC",28
"x2",-0.949492795905865,-1.13425655223939,-0.764729039572335,"CC",28
"gb",1.41998310397463,1.0869358216215,1.75303038632776,"CC",28
"x1",1.96421130901842,1.81074091110494,2.11768170693189,"MI",28
"x2",-1.01276511648602,-1.20457650375837,-0.820953729213672,"MI",28
"gb",1.41187670630885,1.17515581856316,1.64859759405453,"MI",28
"x1",1.98361052158058,1.84195048807866,2.12527055508251,"PMM",28
"x2",-0.930862857164806,-1.12341022894074,-0.73831548538887,"PMM",28
"gb",1.44304686075708,1.17439142770527,1.71170229380889,"PMM",28
"x1",2.0246949740474,1.90624573444194,2.14314421365286,"FULL",29
"x2",-1.01962064346685,-1.13697999419603,-0.90226129273767,"FULL",29
"gb",1.34575075543183,1.14539785882489,1.54610365203877,"FULL",29
"x1",1.77204352948878,1.58819810848734,1.95588895049022,"CC",29
"x2",-0.894976749201435,-1.06033232528074,-0.729621173122131,"CC",29
"gb",1.26104005066057,0.981667936584426,1.54041216473671,"CC",29
"x1",2.05342623520877,1.92880250610764,2.1780499643099,"MI",29
"x2",-1.03381742717714,-1.17794821275247,-0.889686641601821,"MI",29
"gb",1.28431718393178,0.985006605172369,1.58362776269119,"MI",29
"x1",2.05299235280911,1.90523031910867,2.20075438650955,"PMM",29
"x2",-0.99599895676956,-1.14455279279698,-0.847445120742138,"PMM",29
"gb",1.23011004079763,0.976263631707498,1.48395644988776,"PMM",29
"x1",2.0081125250382,1.89230684032044,2.12391820975596,"FULL",30
"x2",-1.05936510342394,-1.17737772266249,-0.941352484185383,"FULL",30
"gb",1.4240670619031,1.21592920193479,1.6322049218714,"FULL",30
"x1",1.8320272208521,1.65104572305386,2.01300871865034,"CC",30
"x2",-1.08322487922109,-1.26088649681815,-0.905563261624028,"CC",30
"gb",1.61445656908826,1.31547060661975,1.91344253155678,"CC",30
"x1",1.96531310007158,1.81079036294944,2.11983583719372,"MI",30
"x2",-1.04609498769544,-1.19107283656917,-0.901117138821709,"MI",30
"gb",1.52484211279087,1.23120814611539,1.81847607946635,"MI",30
"x1",2.00885140105604,1.85551111283584,2.16219168927624,"PMM",30
"x2",-1.04127650742214,-1.19994175249724,-0.88261126234705,"PMM",30
"gb",1.59244598006097,1.26893148686544,1.9159604732565,"PMM",30
"x1",1.9977562102063,1.86686137488073,2.12865104553188,"FULL",31
"x2",-0.949618870285825,-1.07005533200538,-0.829182408566272,"FULL",31
"gb",1.41979522751486,1.19393659004132,1.64565386498841,"FULL",31
"x1",1.79981052934063,1.60162537512292,1.99799568355835,"CC",31
"x2",-0.8068443166161,-0.980618503662484,-0.633070129569715,"CC",31
"gb",1.18865852537188,0.8333944290557,1.54392262168805,"CC",31
"x1",1.94903702032478,1.78887366978647,2.10920037086308,"MI",31
"x2",-0.863792800004123,-1.00770674683889,-0.719878853169358,"MI",31
"gb",1.20847682509967,0.736973277433523,1.67998037276582,"MI",31
"x1",2.00613028857908,1.83863382691345,2.17362675024471,"PMM",31
"x2",-0.854412167844159,-0.999147062451138,-0.709677273237181,"PMM",31
"gb",1.39274812111033,1.04836021876103,1.73713602345963,"PMM",31
"x1",2.04671858099536,1.9322776640452,2.16115949794553,"FULL",32
"x2",-0.989081351269625,-1.11675365347653,-0.861409049062722,"FULL",32
"gb",1.51803116119368,1.31182103384914,1.72424128853822,"FULL",32
"x1",1.82732797883093,1.65326350624226,2.0013924514196,"CC",32
"x2",-0.863546142531199,-1.0537894196506,-0.6733028654118,"CC",32
"gb",1.30076024250469,0.995098517748243,1.60642196726113,"CC",32
"x1",1.90257237450925,1.63072918835594,2.17441556066256,"MI",32
"x2",-0.898500616141027,-1.1781446321653,-0.618856600116748,"MI",32
"gb",1.60502529086523,1.28914941065895,1.92090117107152,"MI",32
"x1",1.99170048864851,1.83808115943986,2.14531981785715,"PMM",32
"x2",-0.949718953825827,-1.10815832927634,-0.79127957837531,"PMM",32
"gb",1.59760347974687,1.32804559956559,1.86716135992814,"PMM",32
"x1",2.11320076302525,1.99102011978808,2.23538140626242,"FULL",33
"x2",-1.00599021852173,-1.1215013544848,-0.890479082558664,"FULL",33
"gb",1.4490892151532,1.24319758007678,1.65498085022962,"FULL",33
"x1",1.95683450191865,1.7618158492779,2.1518531545594,"CC",33
"x2",-0.953667625191001,-1.11562237763847,-0.791712872743537,"CC",33
"gb",1.40540455600237,1.08304687932417,1.72776223268057,"CC",33
"x1",2.18298279525367,2.00307837620557,2.36288721430177,"MI",33
